bioguide_id,title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,senate_class,gender,birthdate,phone,fax,website,congress_office,fec_id,govtrack_id,crp_id,twitter_id,youtube_url,facebook_id,official_rss
H001067,Rep,Richard,,Hudson,,,R,NC,08,,M,1971-11-04,202-225-3715,704-782-1004,http://hudson.house.gov,429 Cannon House Office Building,H2NC08185,412550,N00033630,RepRichHudson,http://youtube.com/RepRichHudson,212153802255530,
H001068,Rep,Jared,,Huffman,,,D,CA,02,,M,1964-02-18,202-225-5161,202-225-5163,http://huffman.house.gov,1630 Longworth House Office Building,H2CA06259,412511,N00033030,RepHuffman,http://youtube.com/rephuffman,200227780116038,
H001069,Sen,Heidi,,Heitkamp,,,D,ND,Junior Seat,I,F,1955-10-30,202-224-2043,202-224-7776,http://www.heitkamp.senate.gov,110 Hart Senate Office Building,S2ND00099,412554,N00033782,SenatorHeitkamp,http://youtube.com/senatorheidiheitkamp,501810613175643,
H001070,Rep,Cresent,,Hardy,,,R,NV,04,,M,1957-06-23,202-225-9894,202-225-9783,https://hardy.house.gov,430 Cannon House Office Building,H4NV04017,412645,N00035628,RepHardy,http://youtube.com/RepHardy,320612381469421,
H001071,Rep,Jody,,Hice,,,R,GA,10,,M,1960-04-22,202-225-4101,202-226-0776,https://hice.house.gov,1516 Longworth House Office Building,H0GA07125,412623,N00032243,congressmanhice,,CongressmanJodyHice,
H001072,Rep,French,,Hill,,,R,AR,02,,M,1956-12-05,202-225-2506,202-225-5903,https://hill.house.gov,1229 Longworth House Office Building,H4AR02141,412609,N00035792,RepFrenchHill,,RepFrenchHill,
H001073,Rep,Will,,Hurd,,,R,TX,23,,M,1977-08-19,202-225-4511,,https://hurd.house.gov,317 Cannon House Office Building,H0TX23086,412654,N00031417,hurdonthehill,,HurdOnTheHill,
I000024,Sen,James,M.,Inhofe,,Jim,R,OK,Senior Seat,II,M,1934-11-17,202-224-4721,202-228-0380,http://www.inhofe.senate.gov,205 Russell Senate Office Building,S4OK00083,300055,N00005582,InhofePress,http://youtube.com/jiminhofepressoffice,55018309421,
I000055,Sen,John,H.,Isakson,,Johnny,R,GA,Senior Seat,III,M,1944-12-28,202-224-3643,202-228-0724,http://www.isakson.senate.gov,131 Russell Senate Office Building,S6GA00119,400194,N00002593,SenatorIsakson,http://youtube.com/SenatorIsakson,,
I000056,Rep,Darrell,E.,Issa,,,R,CA,49,,M,1953-11-01,202-225-3906,202-225-3303,http://issa.house.gov,2269 Rayburn House Office Building,H0CA48024,400196,N00007017,DarrellIssa,http://youtube.com/repdarrellissa,19463427992,
I000057,Rep,Steve,J.,Israel,,,D,NY,03,,M,1958-05-30,202-225-3335,202-225-4669,http://israel.house.gov,2457 Rayburn House Office Building,H0NY02085,400195,N00013345,RepSteveIsrael,http://youtube.com/repsteveisrael,RepSteveIsrael,
J000032,Rep,Sheila,,Jackson Lee,,,D,TX,18,,F,1950-01-12,202-225-3816,202-225-3317,http://jacksonlee.house.gov,2252 Rayburn House Office Building,H4TX18054,400199,N00005818,JacksonLeeTX18,http://youtube.com/TX18SJL,169479190984,
J000126,Rep,Eddie,Bernice,Johnson,,,D,TX,30,,F,1935-12-03,202-225-8885,202-226-1477,http://ebjohnson.house.gov,2468 Rayburn House Office Building,H2TX00015,400204,N00008122,RepEBJ,http://youtube.com/RepEddieBJohnson,84096022067,
J000174,Rep,Sam,Robert,Johnson,,,R,TX,03,,M,1930-10-11,202-225-4201,202-225-1485,http://samjohnson.house.gov,2304 Rayburn House Office Building,H2TX03118,400206,N00008028,SamsPressShop,http://youtube.com/RepSamJohnson,52454091867,
J000255,Rep,Walter,B.,Jones,Jr.,,R,NC,03,,M,1943-02-10,202-225-3415,202-225-3286,http://jones.house.gov,2333 Rayburn House Office Building,H2NC01081,400209,N00002299,RepWalterJones,http://youtube.com/RepWalterJones,15083070102,
J000288,Rep,Henry,C.,Johnson,Jr.,Hank,D,GA,04,,M,1954-10-02,202-225-1605,202-226-0691,http://hankjohnson.house.gov,2240 Rayburn House Office Building,H6GA04129,412199,N00027848,RepHankJohnson,http://youtube.com/RepHankJohnson,115356957005,
J000289,Rep,Jim,,Jordan,,,R,OH,04,,M,1964-02-17,202-225-2676,202-226-0577,http://jordan.house.gov,1524 Longworth House Office Building,H6OH04082,412226,N00027894,Jim_Jordan,http://youtube.com/RepJimJordan,35499336459,
J000290,Rep,Lynn,,Jenkins,,,R,KS,02,,F,1963-06-10,202-225-6601,202-225-7986,http://lynnjenkins.house.gov,1526 Longworth House Office Building,H8KS02090,412284,N00029077,RepLynnJenkins,http://youtube.com/RepLynnJenkins,6974973662,
J000292,Rep,Bill,,Johnson,,,R,OH,06,,M,1954-11-10,202-225-5705,202-225-5907,http://billjohnson.house.gov,1710 Longworth House Office Building,H0OH06189,412460,N00032088,RepBillJohnson,http://youtube.com/RepBillJohnson,170477096312258,
J000293,Sen,Ron,,Johnson,,,R,WI,Senior Seat,III,M,1955-04-08,202-224-5323,920-230-7262,http://www.ronjohnson.senate.gov,328 Hart Senate Office Building,S0WI00197,412496,N00032546,SenRonJohnson,http://youtube.com/SenatorRonJohnson,186181661410703,
J000294,Rep,Hakeem,S.,Jeffries,,,D,NY,08,,M,1970-08-04,202-225-5936,,http://jeffries.house.gov,1607 Longworth House Office Building,H2NY10092,412561,N00033640,RepJeffries,,118349138343701,
J000295,Rep,David,P.,Joyce,,,R,OH,14,,M,1957-03-17,202-225-5731,202-225-3307,http://joyce.house.gov,1124 Longworth House Office Building,H2OH14064,412566,N00035007,RepDaveJoyce,http://youtube.com/repdavejoyce,404318572981934,
J000296,Rep,David,W.,Jolly,,,R,FL,13,,M,1972-10-31,202-225-5961,202-225-9764,http://jolly.house.gov,1728 Longworth House Office Building,H4FL13101,412603,N00035717,USRepDavidJolly,,712496765463007,
J000297,Rep,Evan,,Jenkins,,,R,WV,03,,M,1960-09-12,202-225-3452,202-225-9061,https://evanjenkins.house.gov,502 Cannon House Office Building,H4WV03070,412663,N00035531,RepEvanJenkins,,RepEvanJenkins,
K000009,Rep,Marcy,,Kaptur,,,D,OH,09,,F,1946-06-17,202-225-4146,202-225-7711,http://kaptur.house.gov,2186 Rayburn House Office Building,H2OH09031,400211,N00003522,RepMarcyKaptur,http://youtube.com/USRepMarcyKaptur,173753129419169,
K000188,Rep,Ron,James,Kind,,,D,WI,03,,M,1963-03-16,202-225-5506,202-225-5739,http://kind.house.gov,1502 Longworth House Office Building,H6WI03099,400218,N00004403,RepRonKind,http://youtube.com/RepRonKind,89152017954,
K000210,Rep,Peter,T.,King,,Pete,R,NY,02,,M,1944-04-05,202-225-7896,202-226-2279,http://peteking.house.gov,339 Cannon House Office Building,H2NY03089,400219,N00001193,RepPeteKing,http://youtube.com/RepPeterKing,,
K000360,Sen,Mark,Steven,Kirk,,,R,IL,Junior Seat,III,M,1959-09-15,202-224-2854,202-228-4611,https://www.kirk.senate.gov,524 Hart Senate Office Building,H0IL10120,400222,N00012539,SenatorKirk,http://youtube.com/SenatorKirk,116381528428230,
K000362,Rep,Steve,A.,King,,,R,IA,04,,M,1949-05-28,202-225-4426,202-225-3193,https://steveking.house.gov,2210 Rayburn House Office Building,H2IA05072,400220,N00025237,SteveKingIA,http://youtube.com/stevekingia,134325379926458,
K000363,Rep,John,Paul,Kline,,,R,MN,02,,M,1947-09-06,202-225-2271,202-225-2595,http://kline.house.gov,2439 Rayburn House Office Building,H8MN06047,400224,N00004436,RepJohnKline,http://youtube.com/repjohnkline,770135879667732,
K000367,Sen,Amy,Jean,Klobuchar,,,D,MN,Senior Seat,I,F,1960-05-25,202-224-3244,202-228-2186,http://www.klobuchar.senate.gov,302 Hart Senate Office Building,S6MN00267,412242,N00027500,,http://youtube.com/senatorklobuchar,,
K000368,Rep,Ann,,Kirkpatrick,,,D,AZ,01,,F,1950-03-24,202-225-3361,202-225-3462,http://kirkpatrick.house.gov,201 Cannon House Office Building,H8AZ01104,412286,N00029260,RepKirkpatrick,http://youtube.com/repannkirkpatrick,152493768236405,
K000375,Rep,William,R.,Keating,,,D,MA,09,,M,1952-09-06,202-225-3111,202- 225-5658,http://keating.house.gov,315 Cannon House Office Building,H0MA10082,412435,N00031933,USRepKeating,http://youtube.com/RepBillKeating,183092598372008,
K000376,Rep,Mike,,Kelly,,,R,PA,03,,M,1948-05-10,202-225-5406,202-225-3103,http://kelly.house.gov,1519 Longworth House Office Building,H0PA03271,412465,N00031647,MikeKellyPA,http://youtube.com/repmikekelly,191056827594903,
K000378,Rep,Adam,,Kinzinger,,,R,IL,16,,M,1978-02-27,202-225-3635,202- 225-3521,http://kinzinger.house.gov,1221 Longworth House Office Building,H0IL11052,412421,N00030667,RepKinzinger,http://youtube.com/RepAdamKinzinger,187811174579106,
K000379,Rep,Joseph,P.,Kennedy,III,,D,MA,04,,M,1980-10-04,202-225-5931,202-225-0182,http://kennedy.house.gov,306 Cannon House Office Building,H2MA04073,412543,N00034044,RepJoeKennedy,,301936109927957,
K000380,Rep,Daniel,T.,Kildee,,,D,MI,05,,M,1958-08-11,202-225-3611,202-225-6393,http://dankildee.house.gov,227 Cannon House Office Building,H2MI05119,412546,N00033395,RepDanKildee,http://youtube.com/RepDanKildee,484166588292670,
K000381,Rep,Derek,,Kilmer,,,D,WA,06,,M,1974-01-01,202-225-5916,,http://kilmer.house.gov,1520 Longworth House Office Building,H2WA06129,412583,N00034453,RepDerekKilmer,,450819048314124,
K000382,Rep,Ann,M.,Kuster,,,D,NH,02,,F,1956-09-05,202-225-5206,202-225-2946,http://kuster.house.gov,137 Cannon House Office Building,H0NH02181,412557,N00030875,RepAnnieKuster,http://youtube.com/RepKuster,115543081952049,
K000383,Sen,Angus,,King,,,I,ME,Junior Seat,I,M,1944-03-31,202-224-5344,202-224-1946,http://www.king.senate.gov,133 Hart Senate Office Building,S2ME00109,412545,N00034580,SenAngusKing,http://youtube.com/SenatorAngusKing,142803045874943,
K000384,Sen,Timothy,,Kaine,,,D,VA,Junior Seat,I,M,1958-02-26,202-224-4024,202-228-6363,http://www.kaine.senate.gov,231 Russell Senate Office Building,S2VA00142,412582,N00033177,SenKaineOffice,http://youtube.com/SenatorTimKaine,482778861771212,
K000385,Rep,Robin,,Kelly,,,D,IL,02,,F,1956-04-30,202-225-0773,202-225-4583,http://robinkelly.house.gov,1239 Longworth House Office Building,H2IL02172,412595,N00035215,RepRobinKelly,,150380975141321,
K000386,Rep,John,,Katko,,,R,NY,24,,M,1962-11-09,202-225-3701,202-225-4042,https://katko.house.gov,1123 Longworth House Office Building,H4NY24073,412649,N00035934,RepJohnKatko,,RepJohnKatko,
K000387,Rep,Steve,,Knight,,,R,CA,25,,M,1966-12-17,202-225-1956,202-226-0683,https://knight.house.gov,1023 Longworth House Office Building,H4CA25123,412614,N00035820,SteveKnight25,,RepresentativeSteveKnight,
K000388,Rep,Trent,,Kelly,,,R,MS,01,,M,1966-03-01,202-225-4306,,https://trentkelly.house.gov,1427 Longworth House Office Building,H6MS01131,412673,N00037003,reptrentkelly,,reptrentkelly,
L000174,Sen,Patrick,J.,Leahy,,,D,VT,Senior Seat,III,M,1940-03-31,202-224-4242,202-224-3479,http://www.leahy.senate.gov,437 Russell Senate Office Building,S4VT00017,300065,N00009918,SenatorLeahy,http://youtube.com/SenatorPatrickLeahy,178569152181267,
L000263,Rep,Sander,M.,Levin,,,D,MI,09,,M,1931-09-06,202-225-4961,202-226-1033,http://levin.house.gov,1236 Longworth House Office Building,H2MI17023,400238,N00003950,RepSandyLevin,http://youtube.com/mi12yes,223726364320243,
L000287,Rep,John,R.,Lewis,,,D,GA,05,,M,1940-02-21,202-225-3801,202-225-0351,http://johnlewis.house.gov,343 Cannon House Office Building,H6GA05217,400240,N00002577,RepJohnLewis,http://youtube.com/repjohnlewis,82737208404,
L000397,Rep,Zoe,,Lofgren,,,D,CA,19,,F,1947-12-21,202-225-3072,202-225-3336,https://lofgren.house.gov,1401 Longworth House Office Building,H4CA16049,400245,N00007479,RepZoeLofgren,http://youtube.com/RepZoeLofgren,221191600719,
L000480,Rep,Nita,M.,Lowey,,,D,NY,17,,F,1937-07-05,202-225-6506,202-225-0546,http://lowey.house.gov,2365 Rayburn House Office Building,H8NY20056,400246,N00001024,NitaLowey,http://youtube.com/nitalowey,158290607551599,
L000491,Rep,Frank,D.,Lucas,,,R,OK,03,,M,1960-01-06,202-225-5565,202-225-8698,http://lucas.house.gov,2405 Rayburn House Office Building,H4OK06056,400247,N00005559,RepFrankLucas,http://youtube.com/RepFrankLucas,7872057395,
L000551,Rep,Barbara,,Lee,,,D,CA,13,,F,1946-07-16,202-225-2661,202-225-9817,http://lee.house.gov,2267 Rayburn House Office Building,H8CA09060,400237,N00008046,RepBarbaraLee,http://youtube.com/RepLee,92190287786,
L000554,Rep,Frank,A.,LoBiondo,,,R,NJ,02,,M,1946-05-12,202-225-6572,202-225-3318,http://lobiondo.house.gov,2427 Rayburn House Office Building,H2NJ02037,400244,N00000851,RepLoBiondo,http://youtube.com/USRepFrankLoBiondo,FrankLoBiondo,
L000557,Rep,John,B.,Larson,,,D,CT,01,,M,1948-07-22,202-225-2265,202-225-1031,http://larson.house.gov,1501 Longworth House Office Building,H8CT01046,400233,N00000575,RepJohnLarson,http://youtube.com/RepJohnLarson,6352928631,
L000559,Rep,James,R.,Langevin,,Jim,D,RI,02,,M,1964-04-22,202-225-2735,202-225-5976,http://langevin.house.gov,109 Cannon House Office Building,H0RI02139,400230,N00009724,JimLangevin,http://youtube.com/jimlangevin,6578978441,
L000560,Rep,Rick,,Larsen,,,D,WA,02,,M,1965-06-15,202-225-2605,202-225-4420,http://larsen.house.gov,2113 Rayburn House Office Building,H0WA02080,400232,N00009759,RepRickLarsen,http://youtube.com/congressmanlarsen,135654683137079,
L000562,Rep,Stephen,F.,Lynch,,,D,MA,08,,M,1955-03-31,202-225-8273,202-225-3984,http://lynch.house.gov,2369 Rayburn House Office Building,H2MA09072,400249,N00013855,RepStephenLynch,http://youtube.com/RepLynch,133720816696865,
L000563,Rep,Daniel,William,Lipinski,,,D,IL,03,,M,1966-07-15,202-225-5701,202-225-1012,http://lipinski.house.gov,2346 Rayburn House Office Building,H4IL03077,400630,N00027239,RepLipinski,http://youtube.com/lipinski03,103286879730089,
L000564,Rep,Doug,,Lamborn,,,R,CO,05,,M,1954-05-24,202-225-4422,202-226-2638,http://lamborn.house.gov,2402 Rayburn House Office Building,H6CO05159,412191,N00028133,RepDLamborn,http://youtube.com/CongressmanLamborn,45059452286,
L000565,Rep,David,,Loebsack,,,D,IA,02,,M,1952-12-23,202-225-6576,202-226-0757,http://loebsack.house.gov,1527 Longworth House Office Building,H6IA02146,412209,N00027741,DaveLoebsack,http://youtube.com/congressmanloebsack,291731316748,
L000566,Rep,Robert,E.,Latta,,,R,OH,05,,M,1956-04-18,202-225-6405,202-225-1985,http://latta.house.gov,2448 Rayburn House Office Building,H8OH05036,412256,N00012233,BobLatta,http://youtube.com/CongressmanBobLatta,100000004848334,
L000567,Rep,Leonard,,Lance,,,R,NJ,07,,M,1952-06-25,202-225-5361,202-225-9460,http://lance.house.gov,2352 Rayburn House Office Building,H6NJ12136,412290,N00000898,RepLanceNJ7,http://youtube.com/CongressmanLance,100830109970339,
L000569,Rep,Blaine,,Luetkemeyer,,,R,MO,03,,M,1952-05-07,202-225-2956,202-225-5712,http://luetkemeyer.house.gov,2440 Rayburn House Office Building,H8MO09153,412292,N00030026,RepBlainePress,http://youtube.com/BLuetkemeyer,1358702716,
L000570,Rep,Ben,Ray,Luján,,,D,NM,03,,M,1972-06-07,202-225-6190,202-226-1528,http://lujan.house.gov,2446 Rayburn House Office Building,H8NM03196,412293,N00029562,RepBenRayLujan,http://youtube.com/Repbenraylujan,112962521120,
L000571,Rep,Cynthia,M.,Lummis,,,R,WY,00,,F,1954-09-10,202-225-2311,202-225-3057,http://lummis.house.gov,2433 Rayburn House Office Building,H8WY00148,412294,N00029788,CynthiaLummis,http://youtube.com/CynthiaLummis,152754318103332,
L000573,Rep,Raúl,R.,Labrador,,,R,ID,01,,M,1967-12-08,202-225-6611,202-225-3029,http://labrador.house.gov,1523 Longworth House Office Building,H0ID01253,412419,N00031377,Raul_Labrador,http://youtube.com/RepLabrador,180970951936493,
L000575,Sen,James,,Lankford,,,R,OK,Junior Seat,III,M,1968-03-04,202-224-5754,,http://www.lankford.senate.gov,316 Hart Senate Office Building,H0OK05114,412464,N00031129,SenatorLankford,http://youtube.com/SenatorLankford,130873066975024,
L000576,Rep,Billy,,Long,,,R,MO,07,,M,1955-08-11,202-225-6536,202-225-5604,http://long.house.gov,1541 Longworth House Office Building,H0MO07113,412445,N00030676,USRepLong,http://youtube.com/MOdistrict7,139631049438354,
L000577,Sen,Mike,,Lee,,,R,UT,Junior Seat,III,M,1971-06-04,202-224-5444,,http://www.lee.senate.gov/public,361a Russell Senate Office Building,S0UT00165,412495,N00031696,SenMikeLee,http://youtube.com/senatormikelee,178081365556898,
L000578,Rep,Doug,,LaMalfa,,,R,CA,01,,M,1960-07-02,202-225-3076,530-534-7800,http://lamalfa.house.gov,322 Cannon House Office Building,H2CA02142,412510,N00033987,RepLaMalfa,http://youtube.com/RepLaMalfa,RepLaMalfa,
L000579,Rep,Alan,S.,Lowenthal,,,D,CA,47,,M,1941-03-08,202-225-7924,202-225-7926,http://lowenthal.house.gov,108 Cannon House Office Building,H2CA00104,412521,N00033274,RepLowenthal,http://youtube.com/RepLowenthal,392631677490897,
L000580,Rep,Michelle,,Lujan Grisham,,,D,NM,01,,F,1959-10-24,202-225-6316,202-225-4975,https://lujangrisham.house.gov,214 Cannon House Office Building,H8NM01257,412558,N00029400,RepLujanGrisham,http://youtube.com/RepLujanGrisham,191640657646128,
L000581,Rep,Brenda,,Lawrence,,,D,MI,14,,F,1954-10-18,202-225-5802,202-226-2356,https://lawrence.house.gov,1237 Longworth House Office Building,H2MI14111,412638,N00034068,RepLawrence,,395759603917487,
L000582,Rep,Ted,,Lieu,,,D,CA,33,,M,1969-03-29,202-225-3976,202-225-4099,https://lieu.house.gov,415 Cannon House Office Building,H4CA33119,412616,N00035825,RepTedLieu,,RepTedLieu,
L000583,Rep,Barry,,Loudermilk,,,R,GA,11,,M,1963-12-22,202-225-2931,202-225-2944,http://loudermilk.house.gov,238 Cannon House Office Building,H4GA11061,412624,N00035347,RepLoudermilk,,reploudermilk,
L000584,Rep,Mia,,Love,,,R,UT,04,,F,1975-12-06,202-225-3011,202-225-5638,https://love.house.gov,217 Cannon House Office Building,H2UT04023,412656,N00033842,repmialove,,repmialove,
L000585,Rep,Darin,,LaHood,,,R,IL,18,,M,1968-07-05,202-225-6201,,https://lahood.house.gov/,2464 Rayburn House Office Building,H6IL18088,412674,N00037031,RepLaHood,,1499570210366431,
M000087,Rep,Carolyn,B.,Maloney,,,D,NY,12,,F,1946-02-19,202-225-7944,202-225-4709,http://maloney.house.gov,2308 Rayburn House Office Building,H2NY14037,400251,N00000078,RepMaloney,,397176447066236,
M000133,Sen,Edward,J.,Markey,,Ed,D,MA,Junior Seat,II,M,1946-07-11,202-224-2742,,http://www.markey.senate.gov,255 Dirksen Senate Office Building,H6MA07101,400253,N00000270,SenMarkey,http://youtube.com/RepMarkey,6846731378,
M000303,Sen,John,S.,McCain,,,R,AZ,Senior Seat,III,M,1936-08-29,202-224-2235,202-228-2862,http://www.mccain.senate.gov,218 Russell Senate Office Building,S6AZ00019,300071,N00006424,SenJohnMcCain,http://youtube.com/SenatorJohnMcCain,6425923706,
M000312,Rep,James,P.,McGovern,,Jim,D,MA,02,,M,1959-11-20,202-225-6101,202-225-5759,http://mcgovern.house.gov,438 Cannon House Office Building,H4MA03022,400263,N00000179,RepMcGovern,http://youtube.com/repjimmcgovern,148299805224565,
M000355,Sen,Mitch,,McConnell,,,R,KY,Senior Seat,II,M,1942-02-20,202-224-2541,202-224-2499,http://www.mcconnell.senate.gov,317 Russell Senate Office Building,S2KY00012,300072,N00003389,McConnellPress,,mitchmcconnell,
M000404,Rep,Jim,A.,McDermott,,,D,WA,07,,M,1936-12-28,202-225-3106,202-225-6197,http://mcdermott.house.gov,1035 Longworth House Office Building,H8WA07132,400262,N00009829,RepJimMcDermott,http://youtube.com/RepJimMcDermott,246418928093,
M000639,Sen,Robert,,Menéndez,,Bob,D,NJ,Senior Seat,I,M,1954-01-01,202-224-4744,202-228-2197,http://www.menendez.senate.gov,528 Hart Senate Office Building,H2NJ13075,400272,N00000699,SenatorMenendez,http://youtube.com/SenatorMenendezNJ,349744811357,
M000689,Rep,John,L.,Mica,,,R,FL,07,,M,1943-01-27,202-225-4035,202-226-0821,http://mica.house.gov,2187 Rayburn House Office Building,H2FL08055,400273,N00002793,,http://youtube.com/RepJohnMica,JohnMica,
M000702,Sen,Barbara,A.,Mikulski,,,D,MD,Senior Seat,III,F,1936-07-20,202-224-4654,202-224-8858,http://www.mikulski.senate.gov,503 Hart Senate Office Building,S6MD00140,300073,N00001945,SenatorBarb,http://youtube.com/senatormikulski,142890125771427,
M000934,Sen,Jerry,,Moran,,,R,KS,Junior Seat,III,M,1954-05-29,202-224-6521,202-228-6966,http://www.moran.senate.gov,521 Dirksen Senate Office Building,H6KS01096,400284,N00005282,JerryMoran,http://youtube.com/senatorjerrymoran,171578807105,
M001111,Sen,Patty,,Murray,,,D,WA,Senior Seat,III,F,1950-10-11,202-224-2621,202-224-0238,http://www.murray.senate.gov/public,154 Russell Senate Office Building,S2WA00189,300076,N00007876,PattyMurray,http://youtube.com/SenatorPattyMurray,,
M001137,Rep,Gregory,W.,Meeks,,,D,NY,05,,M,1953-09-25,202-225-3461,202-226-4169,http://meeks.house.gov,2234 Rayburn House Office Building,H8NY06048,400271,N00001171,GregoryMeeks,http://youtube.com/gwmeeks,1557025818,
M001143,Rep,Betty,Louise,McCollum,,,D,MN,04,,F,1954-07-12,202-225-6631,202-225-1968,http://mccollum.house.gov,2256 Rayburn House Office Building,H0MN04049,400259,N00012942,BettyMcCollum04,,153386471383393,
M001144,Rep,Jeff,,Miller,,,R,FL,01,,M,1959-06-27,202-225-4136,202-225-3414,http://jeffmiller.house.gov,336 Cannon House Office Building,H2FL01100,400279,N00013846,,http://youtube.com/RepJeffMiller,66367876671,
M001150,Rep,Candice,S.,Miller,,,R,MI,10,,F,1954-05-07,202-225-2106,202-226-1169,http://candicemiller.house.gov,320 Cannon House Office Building,H6MI12181,400276,N00009795,CandiceMiller,http://youtube.com/candicemi10,210401648605,
M001151,Rep,Tim,,Murphy,,,R,PA,18,,M,1952-09-11,202-225-2301,202-225-1844,http://murphy.house.gov,2332 Rayburn House Office Building,H2PA18143,400285,N00024992,RepTimMurphy,http://youtube.com/TimMurphyPA18,105769762798552,
M001153,Sen,Lisa,A.,Murkowski,,,R,AK,Senior Seat,III,F,1957-05-22,202-224-6665,202-224-5301,https://www.murkowski.senate.gov,709 Hart Senate Office Building,S4AK00099,300075,N00026050,LisaMurkowski,http://youtube.com/senatormurkowski,25271170290,
M001156,Rep,Patrick,T.,McHenry,,,R,NC,10,,M,1975-10-22,202-225-2576,202-225-0316,http://mchenry.house.gov,2334 Rayburn House Office Building,H4NC10047,400644,N00026627,PatrickMcHenry,http://youtube.com/CongressmanMcHenry,8045519803,
M001157,Rep,Michael,T.,McCaul,,,R,TX,10,,M,1962-01-14,202-225-2401,202-225-5955,http://mccaul.house.gov,131 Cannon House Office Building,H4TX10093,400654,N00026460,RepMcCaul,http://youtube.com/MichaelTMcCaul,6355254859,
M001158,Rep,Kenny,Ewell,Marchant,,,R,TX,24,,M,1951-02-23,202-225-6605,202-225-0074,http://marchant.house.gov,2313 Rayburn House Office Building,H4TX24094,400656,N00026710,RepKenMarchant,http://youtube.com/RepKennyMarchant,6349487899,
M001159,Rep,Cathy,,McMorris Rodgers,,,R,WA,05,,F,1969-05-22,202-225-2006,202-225-3392,http://mcmorris.house.gov,203 Cannon House Office Building,H4WA05077,400659,N00026314,CathyMcMorris,http://youtube.com/mcmorrisrodgers,321618789771,
M001160,Rep,Gwen,,Moore,,,D,WI,04,,F,1951-04-18,202-225-4572,202-225-8135,http://gwenmoore.house.gov,2245 Rayburn House Office Building,H4WI04183,400661,N00026914,RepGwenMoore,http://youtube.com/RepGwenMoore,58864029545,
M001163,Rep,Doris,O.,Matsui,,,D,CA,06,,F,1944-09-25,202-225-7163,202-225-0566,http://matsui.house.gov,2311 Rayburn House Office Building,H6CA05195,400663,N00027459,DorisMatsui,http://youtube.com/RepDorisMatsui,doris.matsui,
M001165,Rep,Kevin,,McCarthy,,,R,CA,23,,M,1965-01-26,202-225-2915,202-225-2908,http://kevinmccarthy.house.gov,2421 Rayburn House Office Building,H6CA22125,412190,N00028152,GOPLeader,http://youtube.com/repkevinmccarthy,51052893175,
M001166,Rep,Jerry,,McNerney,,,D,CA,09,,M,1951-06-18,202-225-1947,202-225-4060,http://mcnerney.house.gov,2265 Rayburn House Office Building,H4CA11081,412189,N00026926,RepMcNerney,http://youtube.com/RepJerryMcNerney,215241308510238,
M001169,Sen,Christopher,S.,Murphy,,,D,CT,Junior Seat,I,M,1973-08-03,202-224-4041,202-225-5933,http://www.murphy.senate.gov,136 Hart Senate Office Building,H6CT05124,412194,N00027566,ChrisMurphyCT,http://youtube.com/senchrismurphy,19437978960,
M001170,Sen,Claire,,McCaskill,,,D,MO,Senior Seat,I,F,1953-07-24,202-224-6154,202-228-6326,http://www.mccaskill.senate.gov,730 Hart Senate Office Building,S6MO00305,412243,N00027694,McCaskillOffice,http://youtube.com/SenatorMcCaskill,131498087618,
M001176,Sen,Jeff,,Merkley,,,D,OR,Junior Seat,II,M,1956-10-24,202-224-3753,202-228-3997,https://www.merkley.senate.gov,313 Hart Senate Office Building,S8OR00207,412325,N00029303,SenJeffMerkley,http://youtube.com/SenatorJeffMerkley,74374931545,
M001177,Rep,Tom,,McClintock,,,R,CA,04,,M,1956-07-10,202-225-2511,202-225-5444,http://mcclintock.house.gov,2331 Rayburn House Office Building,H8CA04152,412295,N00006863,RepMcClintock,http://youtube.com/McClintockCA04,81125319109,
M001179,Rep,Tom,,Marino,,,R,PA,10,,M,1952-08-15,202-225-3731,202-225-9594,http://marino.house.gov,410 Cannon House Office Building,H0PA10078,412468,N00031777,RepTomMarino,http://youtube.com/RepMarino,144408762280226,
M001180,Rep,David,B.,McKinley,,,R,WV,01,,M,1947-03-28,202-225-4172,202-225-7564,http://mckinley.house.gov,412 Cannon House Office Building,H0WV01072,412487,N00031681,RepMcKinley,http://youtube.com/RepDavidMcKinley,130377260362609,
M001181,Rep,Patrick,,Meehan,,,R,PA,07,,M,1955-10-20,202-225-2011,202- 226-0280,https://meehan.house.gov,434 Cannon House Office Building,H0PA07082,412466,N00031134,RepMeehan,http://youtube.com/repmeehan,136000283132824,
M001182,Rep,Mick,,Mulvaney,,,R,SC,05,,M,1967-07-21,202-225-5501,202-225-0464,https://mulvaney.house.gov,2419 Rayburn House Office Building,H0SC05031,412474,N00031412,RepMickMulvaney,http://youtube.com/RepMickMulvaney,188649667827713,
M001183,Sen,Joe,,Manchin,III,,D,WV,Senior Seat,I,M,1947-08-24,202-224-3954,202-228-0002,http://www.manchin.senate.gov,306 Hart Senate Office Building,S0WV00090,412391,N00032838,Sen_JoeManchin,http://youtube.com/SenatorJoeManchin,10150135395755161,
M001184,Rep,Thomas,,Massie,,,R,KY,04,,M,1971-01-13,202-225-3465,202-225-0003,http://massie.house.gov,314 Cannon House Office Building,H2KY04121,412503,N00034041,RepThomasMassie,http://youtube.com/repthomasmassie,452480994776070,
